,_id,product_name,product_searched,price,offer_details,discount_percent,EMI,rating,comment,customer_name,review_age
0,62ced307f73fc6cd50a8e7da,Nehnovit Neckband Dual Head Fans for Kitchen Home Office Traveling Neck fan USB Fan NECK FAN USB Fan (Blue) fan USB Fan  (Multicolor),idea,₹519,['Partner OfferSign up for Flipkart Pay Later and get Flipkart Gift Card worth ₹150*Know More'],60% off,NO EMI Plans,5,Fabulous!,Flipkart Customer,6 months ago
1,62ced30af73fc6cd50a8e7dc,Nehnovit Neckband Dual Head Fans for Kitchen Home Office Traveling Neck fan USB Fan NECK FAN USB Fan (Blue) fan USB Fan  (Multicolor),idea,₹519,['Partner OfferSign up for Flipkart Pay Later and get Flipkart Gift Card worth ₹150*Know More'],60% off,NO EMI Plans,5,Best in the market!,Flipkart Customer,9 months ago
2,62ced30df73fc6cd50a8e7de,Nehnovit Neckband Dual Head Fans for Kitchen Home Office Traveling Neck fan USB Fan NECK FAN USB Fan (Blue) fan USB Fan  (Multicolor),idea,₹519,['Partner OfferSign up for Flipkart Pay Later and get Flipkart Gift Card worth ₹150*Know More'],60% off,NO EMI Plans,2,Bad quality,Ghazi Ateeque Ahmed,3 months ago
3,62ced310f73fc6cd50a8e7e0,Nehnovit Neckband Dual Head Fans for Kitchen Home Office Traveling Neck fan USB Fan NECK FAN USB Fan (Blue) fan USB Fan  (Multicolor),idea,₹519,['Partner OfferSign up for Flipkart Pay Later and get Flipkart Gift Card worth ₹150*Know More'],60% off,NO EMI Plans,3,Decent product,Flipkart Customer,3 months ago
4,62ced313f73fc6cd50a8e7e2,Nehnovit Neckband Dual Head Fans for Kitchen Home Office Traveling Neck fan USB Fan NECK FAN USB Fan (Blue) fan USB Fan  (Multicolor),idea,₹519,['Partner OfferSign up for Flipkart Pay Later and get Flipkart Gift Card worth ₹150*Know More'],60% off,NO EMI Plans,1,Did not meet expectations,Flipkart Customer,16 days ago
